diseaseNID,diseaseId,diseaseName,type
26822,C4025710,Diminished movement,phenotype
26825,C4025713,Paroxysmal drowsiness,disease
26826,C4025714,Abnormality of the autonomic nervous system,phenotype
26827,C4025715,Abnormal large intestine morphology,disease
26831,C4025719,Dysgenesis of the cerebellar vermis,disease
26833,C4025722,Abnormality of the spinal cord,group
26836,C4025726,Abnormality of the pleura,disease
26838,C4025729,Neuromuscular dysphagia,disease
26840,C4025731,Abnormal thrombosis,disease
26842,C4025733,Mesangial abnormality,disease
26847,C4025741,Clinodactyly of the 5th toe,disease
26851,C4025749,Abnormality of the spleen,disease
26857,C4025756,Abnormal aortic morphology,disease
26858,C4025758,Abnormal myocardium morphology,phenotype
26862,C4025763,Abnormality of the rib cage,disease
26863,C4025773,Aplasia/Hypoplasia involving the skeletal musculature,phenotype
26871,C4025790,Specific learning disability,disease
26875,C4025795,Short tubular bones of the hand,phenotype
26877,C4025797,Abnormality of prenatal development or birth,disease
26886,C4025810,Abnormal palmar dermatoglyphics,disease
26887,C4025811,Anemic pallor,phenotype
26890,C4025814,Abnormality of the metaphysis,disease
26893,C4025819,Abnormality of the hypothalamus-pituitary axis,disease
26894,C4025821,Anterior hypopituitarism,disease
26905,C4025835,Abnormal nasolacrimal system morphology,disease
26906,C4025836,Abnormal choroid morphology,disease
26907,C4025838,Abnormality of the pharynx,disease
26911,C4025843,Abnormality of refraction,disease
26912,C4025844,Abnormal chorioretinal morphology,disease
26914,C4025846,Abnormality of vision,disease
26921,C4025858,Abnormal cochlea morphology,disease
26922,C4025860,Hearing abnormality,disease
26924,C4025863,Abnormality of the orbital region,phenotype
26927,C4025868,Increased facial adipose tissue,phenotype
26929,C4025871,Abnormality of the face,phenotype
26935,C4025878,Tongue telangiectasia,disease
26937,C4025881,Abnormal oral frenulum morphology,disease
26939,C4025883,Abnormality of lower lip,disease
26941,C4025885,Abnormality of the uvula,phenotype
26942,C4025886,Severe periodontitis,disease
26944,C4025888,Abnormality of the menstrual cycle,disease
26948,C4025895,Abnormality of the scrotum,disease
26951,C4025898,Functional abnormality of male internal genitalia,disease
26953,C4025900,Abnormality of female internal genitalia,disease
26978,C4041558,"Cone-rod synaptic disorder, congenital nonprogressive",disease
26984,C4042861,"Obesity, Metabolically Benign",phenotype
26985,C4042891,Sleep Wake Disorders,group
26992,C4046029,"Mental Disorders, Severe",disease
26995,C4048158,Convulsions,phenotype
26996,C4048195,Autosomal dominant hypocalcemia,disease
26997,C4048196,beta-Mannosidosis,disease
27002,C4048268,Cortical visual impairment,phenotype
27003,C4048270,Decreased antibody level in blood,phenotype
27008,C4048306,Multiple endocrine neoplasia Type 2,disease
27009,C4048328,cervical cancer,disease
27011,C4048548,Anti-Mullerian Hormone Measurement,phenotype
27021,C4049006,Selective immunoglobulin A deficiency,disease
27023,C4049066,Retinal dystrophy with early macular involvement,disease
27024,C4049090,"Alopecia, Androgenetic, 1",disease
27062,C4049650,Familial Glucocorticoid Deficiency Type 1,disease
27068,C4049796,Abnormality of cardiovascular system morphology,disease
27070,C4049830,"Focal seizures, afebril",disease
27073,C4049919,Insulin Sensitivity Measurement,phenotype
27074,C4049938,Physical Activity Measurement,phenotype
27088,C4053736,Catecholaminergic Polymorphic Ventricular Tachycardia Type 1,disease
27106,C4054546,Melanocortin 4 Receptor Deficiency,phenotype
27136,C4072872,obsolete Rod-cone dystrophy,disease
27139,C4072887,Decreased circulating gonadotropin level,phenotype
27146,C4072897,Decreased serum insulin-like growth factor 1,phenotype
27150,C4072903,Primary Caesarian section,phenotype
27151,C4072904,Secondary Caesarian section,phenotype
27159,C4072928,Spoken Word Recognition Deficit,phenotype
27160,C4072940,Ossifying fibroma of the jaw,disease
27170,C4073006,Visual acuity test abnormality,phenotype
27180,C4073101,Hyperautofluorescent macular lesion,phenotype
27187,C4073137,Decreased serum testosterone level,phenotype
27192,C4073149,Simultanapraxia,phenotype
27201,C4073168,Abnormal lactate dehydrogenase activity,phenotype
27203,C4073171,Elevated plasma acylcarnitine levels,phenotype
27206,C4073184,Thick hair,phenotype
27208,C4073190,Abnormality of masticatory muscle,phenotype
27216,C4073245,Abnormality of neck blood vessel,disease
27234,C4082144,Metatarsal Valgus,disease
27236,C4082168,Partial duplication of thumb phalanx,disease
27237,C4082169,Metatarsus Varus,disease
27238,C4082171,Hyperammonemia Due to Carbamoyl Phosphate Synthetase 1 Deficiency,disease
27239,C4082172,Porencephalic cyst,disease
27243,C4082197,Charcot-Marie-Tooth disease type 4,disease
27244,C4082299,Bulbar palsy,disease
27246,C4082304,Oligodontia,disease
27247,C4082305,Deaf Mutism,disease
27251,C4082937,Necrotizing enterocolitis in fetus OR newborn,disease
27255,C4082974,Dupuytren's Disease,disease
27257,C4083045,"PARKINSON DISEASE 11, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO",phenotype
27259,C4083048,SPONDYLOCOSTAL DYSOSTOSIS 5,disease
27260,C4083050,Tooth agenesis,phenotype
27262,C4083076,Increased head circumference,phenotype
27263,C4083212,"Alopecia, Male Pattern",disease
27265,C4084708,"DEAFNESS, AUTOSOMAL DOMINANT 40",disease
27269,C4084822,JOUBERT SYNDROME 23,disease
27270,C4084823,"MYASTHENIC SYNDROME, CONGENITAL, 1A, SLOW-CHANNEL",disease
27271,C4084840,"FANCONI ANEMIA, COMPLEMENTATION GROUP T",disease
27272,C4084841,JOUBERT SYNDROME 24,disease
27276,C4085238,MYOCLONIC-ATONIC EPILEPSY,disease
27277,C4085243,MEND SYNDROME,disease
27281,C4085251,"PAGET DISEASE OF BONE 2, EARLY-ONSET",disease
27282,C4085252,PAGET DISEASE OF BONE 3,disease
27284,C4085580,Carbamoyl Phosphate Synthase 1 Deficiency,disease
27285,C4085582,"MENTAL RETARDATION, X-LINKED 102",disease
27286,C4085590,Cone-Rod Dystrophies,disease
27288,C4085597,CHOPS SYNDROME,disease
27289,C4085873,LUSCAN-LUMISH SYNDROME,disease
27309,C4087273,C3 glomerulopathy,disease
27335,C4225153,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 1",disease
27336,C4225154,"CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 3",disease
27348,C4225166,"NEPHROTIC SYNDROME, TYPE 12",disease
27355,C4225173,"IMMUNODEFICIENCY, COMMON VARIABLE, 13",disease
27358,C4225177,SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 1,disease
27359,C4225178,Childhood-onset spasticity with hyperglycinemia,disease
27360,C4225179,COWDEN SYNDROME 7,disease
27361,C4225180,EVEN-PLUS SYNDROME,disease
27364,C4225183,"BRACHYDACTYLY, TYPE A1, D",disease
27368,C4225188,MEIER-GORLIN SYNDROME 6,disease
27370,C4225190,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIp",disease
27372,C4225192,"MUSCULAR DYSTROPHY, AUTOSOMAL RECESSIVE, WITH CARDIOMYOPATHY AND TRIANGULAR TONGUE",disease
27375,C4225195,"MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 2",disease
27378,C4225199,CARDIAC ARRHYTHMIA WITH INCREASED SERUM CREATINE KINASE,disease
27382,C4225203,"HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 2",disease
27383,C4225205,SPINOCEREBELLAR ATAXIA 42,disease
27384,C4225206,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 28,disease
27385,C4225208,MENTAL RETARDATION AND DISTINCTIVE FACIAL FEATURES WITH OR WITHOUT CARDIAC DEFECTS,disease
27386,C4225209,OROFACIAL CLEFT 15,disease
27387,C4225210,OOCYTE MATURATION DEFECT 2,disease
27388,C4225211,"CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 2",disease
27390,C4225213,LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA,disease
27391,C4225214,"WOOLLY HAIR, AUTOSOMAL RECESSIVE 3",disease
27392,C4225215,SPASTIC PARAPLEGIA AND PSYCHOMOTOR RETARDATION WITH OR WITHOUT SEIZURES,disease
27393,C4225217,"HETEROTAXY, VISCERAL, 7, AUTOSOMAL",disease
27394,C4225218,"AUTOINFLAMMATORY SYNDROME, FAMILIAL, BEHCET-LIKE",disease
27397,C4225221,RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2,disease
27399,C4225223,"TREMOR, HEREDITARY ESSENTIAL, 5",disease
27402,C4225227,"OPTIC ATROPHY 10 WITH OR WITHOUT ATAXIA, MENTAL RETARDATION, AND SEIZURES",disease
27404,C4225229,"CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES",disease
27405,C4225230,"CILIARY DYSKINESIA, PRIMARY, 33",disease
27406,C4225231,"TOOTH AGENESIS, SELECTIVE, 7",disease
27409,C4225234,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIn",disease
27415,C4225240,"DEAFNESS, AUTOSOMAL DOMINANT 68",disease
27417,C4225242,DEHYDRATED HEREDITARY STOMATOCYTOSIS 2,disease
27418,C4225243,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z",disease
27421,C4225246,SURF1-related Charcot-Marie-Tooth disease type 4,disease
27424,C4225249,"MICROCEPHALY 16, PRIMARY, AUTOSOMAL RECESSIVE",disease
27425,C4225250,"SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE",disease
27426,C4225251,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 27,disease
27428,C4225253,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2X",disease
27429,C4225254,"SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY",disease
27432,C4225257,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 34",disease
27434,C4225259,SMITH-KINGSMORE SYNDROME,disease
27436,C4225261,"SEIZURES, CORTICAL BLINDNESS, AND MICROCEPHALY SYNDROME",disease
27440,C4225266,IMMUNODEFICIENCY 42,disease
27441,C4225267,HEIMLER SYNDROME 2,disease
27442,C4225268,"CUTIS LAXA, AUTOSOMAL DOMINANT 3",disease
27443,C4225269,CRANIOSYNOSTOSIS 6,disease
27448,C4225274,AU-KLINE SYNDROME,disease
27449,C4225275,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 40",disease
27450,C4225276,"EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME",disease
27451,C4225277,"IMMUNODEFICIENCY, COMMON VARIABLE, 12",disease
27452,C4225278,GLIOMA SUSCEPTIBILITY 9,disease
27454,C4225280,NOONAN SYNDROME 10,disease
27455,C4225281,RETINITIS PIGMENTOSA 74,disease
27456,C4225282,NOONAN SYNDROME 9,disease
27457,C4225283,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 7",phenotype
27458,C4225284,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 6",disease
27459,C4225285,"KLIPPEL-FEIL SYNDROME 4, AUTOSOMAL RECESSIVE, WITH NEMALINE MYOPATHY AND FACIAL DYSMORPHISM",disease
27461,C4225287,RETINITIS PIGMENTOSA 73,disease
27466,C4225292,"THYROID CANCER, NONMEDULLARY, 5",disease
27467,C4225293,"THYROID CANCER, NONMEDULLARY, 4",disease
27469,C4225295,"POLYMICROGYRIA, PERISYLVIAN, WITH CEREBELLAR HYPOPLASIA AND ARTHROGRYPOSIS",disease
27470,C4225296,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 39",disease
27472,C4225298,"DEAFNESS, AUTOSOMAL RECESSIVE 104",disease
27474,C4225300,CATARACT 44,disease
27476,C4225302,"NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIB",disease
27479,C4225305,"LEUKODYSTROPHY, HYPOMYELINATING, 11",disease
27480,C4225306,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2V",disease
27482,C4225308,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VIII",disease
27483,C4225309,EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY,disease
27484,C4225310,"MICROCEPHALY 15, PRIMARY, AUTOSOMAL RECESSIVE",disease
27487,C4225313,BETHLEM MYOPATHY 2,disease
27488,C4225314,ULLRICH CONGENITAL MUSCULAR DYSTROPHY 2,disease
27493,C4225319,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 50",disease
27494,C4225320,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 50",disease
27495,C4225321,ZIMMERMANN-LABAND SYNDROME 2,disease
27496,C4225322,"SPASTIC PARAPLEGIA 74, AUTOSOMAL RECESSIVE",disease
27497,C4225323,BASEL-VANAGAITE-SMIRIN-YOSEF SYNDROME,disease
27500,C4225326,FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 3,disease
27501,C4225327,"EPILEPSY, FAMILIAL TEMPORAL LOBE, 7",disease
27503,C4225329,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 25,disease
27507,C4225334,"AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE",disease
27510,C4225337,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 33",disease
27512,C4225339,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 2",disease
27513,C4225340,BRUGADA SYNDROME 9,disease
27517,C4225344,"TRICHOTHIODYSTROPHY 2, PHOTOSENSITIVE",disease
27520,C4225347,"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 4",disease
27523,C4225350,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 32",disease
27524,C4225351,White Sutton syndrome,disease
27525,C4225352,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 36",disease
27526,C4225354,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 35",disease
27528,C4225356,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6",disease
27529,C4225357,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 31",disease
27532,C4225360,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 30",disease
27534,C4225362,"MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 3",disease
27538,C4225367,"MYASTHENIC SYNDROME, CONGENITAL, 11, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY",disease
27539,C4225368,"MYASTHENIC SYNDROME, CONGENITAL, 9, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY",disease
27542,C4225371,"MYASTHENIC SYNDROME, CONGENITAL, 3B, FAST-CHANNEL",disease
27546,C4225375,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 33",disease
27547,C4225376,SENIOR-LOKEN SYNDROME 8,disease
27548,C4225377,"MYASTHENIC SYNDROME, CONGENITAL, 17",disease
27549,C4225378,SHORT-RIB THORACIC DYSPLASIA 13 WITH OR WITHOUT POLYDACTYLY,disease
27550,C4225379,LIPOYLTRANSFERASE 1 DEFICIENCY,disease
27551,C4225380,SINGLETON-MERTEN SYNDROME 2,disease
27554,C4225383,LICHTENSTEIN-KNORR SYNDROME,disease
27556,C4225385,LETHAL CONGENITAL CONTRACTURE SYNDROME 8,disease
27557,C4225386,LETHAL CONGENITAL CONTRACTURE SYNDROME 7,disease
27558,C4225387,"SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINANT",disease
27562,C4225391,MITOCHONDRIAL SHORT-CHAIN ENOYL-CoA HYDRATASE 1 DEFICIENCY,disease
27564,C4225393,3-methylglutaconic aciduria type 7,disease
27567,C4225396,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 32",disease
27568,C4225397,ATAXIA-OCULOMOTOR APRAXIA 4,disease
27569,C4225398,"CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY",disease
27570,C4225399,SHORT STATURE WITH NONSPECIFIC SKELETAL ABNORMALITIES,disease
27571,C4225400,INTERSTITIAL LUNG AND LIVER DISEASE,disease
27573,C4225404,"ACROMESOMELIC DYSPLASIA, DEMIRHAN TYPE",disease
27574,C4225405,"MYASTHENIC SYNDROME, CONGENITAL, 1B, FAST-CHANNEL",disease
27575,C4225406,"NEUROPATHY, HEREDITARY, WITH OR WITHOUT AGE-RELATED MACULAR DEGENERATION",disease
27577,C4225408,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 25",disease
27578,C4225411,DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS,disease
27580,C4225413,"MYASTHENIC SYNDROME, CONGENITAL, 4A, SLOW-CHANNEL",disease
27583,C4225416,"MENTAL RETARDATION, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED",disease
27584,C4225417,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 34",disease
27586,C4225419,RITSCHER-SCHINZEL SYNDROME 2,disease
27587,C4225420,"TRICHOTHIODYSTROPHY 5, NONPHOTOSENSITIVE",disease
27589,C4225422,DIAMOND-BLACKFAN ANEMIA 14 WITH MANDIBULOFACIAL DYSOSTOSIS,disease
27590,C4225423,"REDUCING BODY MYOPATHY, X-LINKED 1A, SEVERE, WITH INFANTILE OR EARLY CHILDHOOD ONSET",disease
27593,C4225426,"THYROID CANCER, NONMEDULLARY, 2",disease
27594,C4225427,SINGLETON-MERTEN SYNDROME 1,disease
27601,C4225553,"THYROID CARCINOMA WITH THYROTOXICOSIS, SOMATIC",phenotype
27609,C4225638,"BETHLEM MYOPATHY 1, AUTOSOMAL RECESSIVE",disease
27613,C4225667,CHROMOSOME 16p13.2 DELETION SYNDROME,disease
27615,C4225671,VATER/VACTERL ASSOCIATION,disease
27618,C4228778,Abnormality of radial ray,phenotype
27621,C4229399,Early-onset coronary artery disease,phenotype
27651,C4255374,Frontal fibrosing alopecia,disease
27665,C4268744,Atypical femoral fracture,phenotype
27674,C4273748,Familial thyroid dyshormonogenesis,disease
27684,C4274078,Hyperinsulinism due to HNF4A deficiency,disease
27695,C4274324,Genetic recurrent myoglobinuria,disease
27724,C4275179,Young onset Parkinson disease,disease
27732,C4277533,"Dissection, Blood Vessel",phenotype
27734,C4277682,Chemical and Drug Induced Liver Injury,disease
27735,C4277690,Ciliopathies,disease
27736,C4279912,Chemically-Induced Liver Toxicity,disease
27741,C4280644,Increased size of the mandible,phenotype
27742,C4280669,Velopharyngeal dysfunction,phenotype
27746,C4280698,Reduced prothrombin antigen,phenotype
27752,C4280715,Decreased level of plasminogen,phenotype
27762,C4280760,Abnormal visual accommodation,phenotype
27763,C4280763,Increased C-peptide level,phenotype
27765,C4280765,Abnormal C-peptide level,phenotype
27773,C4280804,Percussion-induced rapid rolling muscle contractions,phenotype
27778,C4281601,Foot oligodactyly,phenotype
27780,C4281771,Thin eyebrow,phenotype
27784,C4281993,Neonatal respiratory distress,phenotype
27788,C4282180,Juvenile macular degeneration,disease
27789,C4282398,Sialidase deficiency,disease
27790,C4282400,"Polydactyly, Postaxial, Type A1",disease
27791,C4282407,Sparse and thin eyebrow,phenotype
27812,C4284414,"AORTIC ANEURYSM, FAMILIAL THORACIC 10",disease
27814,C4284588,"SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE",disease
27816,C4284594,BAND HETEROTOPIA,disease
27818,C4284790,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1",disease
27821,C4285231,METHEMOGLOBINEMIA AND AMBIGUOUS GENITALIA,disease
27858,C4288013,Vulvar Adenocarcinoma of Mammary Gland Type,disease
27863,C4288261,STAT3 Gain of Function,phenotype
27904,C4293676,Anti-liver cytosolic antigen type 1 antibody positivity,phenotype
27914,C4293708,Recurrent paroxysmal headache,phenotype
27975,C4303593,DEND syndrome,disease
27980,C4303791,Cerebroretinal vasculopathy,disease
27983,C4303860,Craniofacial ulnar renal syndrome,disease
27987,C4304021,Autosomal dominant macrothrombocytopenia,disease
28013,C4304725,Leber plus disease,disease
28033,C4310232,"Hypercalcemia, Infantile, 1",disease
28036,C4310614,OTULIN-related autoinflammatory syndrome,disease
28039,C4310618,"HYPOTONIA, ATAXIA, AND DELAYED DEVELOPMENT SYNDROME",disease
28041,C4310620,Yao syndrome,disease
28045,C4310624,"BILE ACID SYNTHESIS DEFECT, CONGENITAL, 6",disease
28046,C4310625,"COLOBOMA, OSTEOPETROSIS, MICROPHTHALMIA, MACROCEPHALY, ALBINISM, AND DEAFNESS",disease
28050,C4310629,LYMPHATIC MALFORMATION 7,disease
28051,C4310630,"AMELOGENESIS IMPERFECTA, TYPE IJ",disease
28052,C4310631,"EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED, WITH SCARRING AND HAIR LOSS",disease
28053,C4310632,"EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT",disease
28054,C4310633,"DYSTONIA 28, CHILDHOOD-ONSET",disease
28056,C4310635,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 49",disease
28060,C4310639,"GLAUCOMA 3, PRIMARY CONGENITAL, E",disease
28061,C4310640,NEPHRONOPHTHISIS 20,disease
28065,C4310645,"MYOPATHY, MYOFIBRILLAR, 8",disease
28069,C4310650,"3-METHYLGLUTACONIC ACIDURIA, TYPE VIII",disease
28071,C4310652,"FANCONI ANEMIA, COMPLEMENTATION GROUP V",disease
28073,C4310654,"MYASTHENIC SYNDROME, CONGENITAL, 21, PRESYNAPTIC",disease
28076,C4310657,CONE-ROD DYSTROPHY AND HEARING LOSS,disease
28077,C4310658,"MYOCLONUS, INTRACTABLE, NEONATAL",disease
28078,C4310659,PREIMPLANTATION EMBRYONIC LETHALITY 2,disease
28081,C4310662,"SPASTIC PARAPLEGIA 78, AUTOSOMAL RECESSIVE",disease
28082,C4310663,"SUDDEN CARDIAC FAILURE, ALCOHOL-INDUCED",disease
28083,C4310664,"SUDDEN CARDIAC FAILURE, INFANTILE",disease
28086,C4310667,"ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY",disease
28090,C4310671,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THIN CORPUS CALLOSUM",disease
28091,C4310672,SHASHI-PENA SYNDROME,disease
28093,C4310674,SPERMATOGENIC FAILURE 16,disease
28094,C4310675,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY",disease
28095,C4310676,"MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT",disease
28098,C4310679,CHITAYAT SYNDROME,disease
28099,C4310680,RETINAL DYSTROPHY WITH OR WITHOUT EXTRAOCULAR ANOMALIES,disease
28100,C4310681,"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2",disease
28101,C4310682,INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA,disease
28102,C4310683,"DYSKINESIA, SEIZURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER",disease
28104,C4310686,"SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, AND DEVELOPMENTAL DELAY",disease
28107,C4310689,"SHORT STATURE, BRACHYDACTYLY, INTELLECTUAL DEVELOPMENTAL DISABILITY, AND SEIZURES",disease
28110,C4310692,"ARTHROGRYPOSIS, DISTAL, WITH IMPAIRED PROPRIOCEPTION AND TOUCH",disease
28111,C4310693,"NEURODEGENERATION WITH ATAXIA, DYSTONIA, AND GAZE PALSY, CHILDHOOD-ONSET",disease
28112,C4310694,"MYASTHENIC SYNDROME, CONGENITAL, 20, PRESYNAPTIC",disease
28114,C4310696,Zhu-Tokita-Takenouchi-Kim syndrome,phenotype
28115,C4310697,FRONTOMETAPHYSEAL DYSPLASIA 2,disease
28119,C4310702,ALAZAMI-YUAN SYNDROME,disease
28120,C4310703,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 56",disease
28121,C4310704,RETINITIS PIGMENTOSA 76,disease
28122,C4310705,JOUBERT SYNDROME 28,disease
28123,C4310706,JOUBERT SYNDROME 27,disease
28129,C4310712,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 43",disease
28132,C4310715,THAUVIN-ROBINET-FAIVRE SYNDROME,disease
28133,C4310716,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 42",disease
28137,C4310720,"GROWTH RETARDATION, INTELLECTUAL DEVELOPMENTAL DISORDER, HYPOTONIA, AND HEPATOPATHY",disease
28139,C4310722,"CILIARY DYSKINESIA, PRIMARY, 34",disease
28140,C4310723,"MICROCEPHALY 17, PRIMARY, AUTOSOMAL RECESSIVE",disease
28141,C4310724,SHORT-RIB THORACIC DYSPLASIA 15 WITH POLYDACTYLY,disease
28142,C4310725,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2A2B",disease
28144,C4310727,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iaa",disease
28146,C4310729,"NASOPHARYNGEAL CARCINOMA, SUSCEPTIBILITY TO, 3",phenotype
28151,C4310735,"PORTAL HYPERTENSION, NONCIRRHOTIC",disease
28155,C4310739,OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME,disease
28156,C4310740,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 44",disease
28157,C4310741,"HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 4",disease
28161,C4310745,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 55",disease
28162,C4310746,HERMANSKY-PUDLAK SYNDROME 10,disease
28165,C4310749,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 26",disease
28166,C4310750,"SPASTIC PARAPLEGIA 77, AUTOSOMAL RECESSIVE",disease
28167,C4310751,"SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS",disease
28169,C4310753,PATENT DUCTUS ARTERIOSUS 3,disease
28174,C4310758,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1H",disease
28175,C4310759,RETINITIS PIGMENTOSA 75,disease
28181,C4310765,Hypermanganesemia with dystonia 2,disease
28182,C4310766,"MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION",disease
28184,C4310768,"AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 2",disease
28186,C4310770,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 37",disease
28188,C4310772,"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART",disease
28190,C4310774,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 42",disease
28191,C4310775,"DEAFNESS, AUTOSOMAL DOMINANT 70",disease
28193,C4310778,YOU-HOOVER-FONG SYNDROME,disease
28203,C4310788,COFFIN-SIRIS SYNDROME 5,disease
28206,C4310791,"STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 2",disease
28207,C4310792,"DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET",disease
28209,C4310794,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 53",disease
28210,C4310796,MARFAN LIPODYSTROPHY SYNDROME,disease
28211,C4310797,"BLEEDING DISORDER, PLATELET-TYPE, 20",disease
