geneNID,geneId,geneName,geneDescription,pLI,DSI,DPI
2834,3889,KRT83,keratin 83,3.3665e-14,0.716,0.269
2836,3892,KRT86,keratin 86,3.6139e-07,0.736,0.308
2838,3897,L1CAM,L1 cell adhesion molecule,1,0.475,0.769
2840,3899,AFF3,AF4/FMR2 family member 3,0.99996,0.623,0.692
2845,3908,LAMA2,laminin subunit alpha 2,2.4118e-47,0.553,0.692
2846,3909,LAMA3,laminin subunit alpha 3,8.8349e-46,0.576,0.731
2847,3910,LAMA4,laminin subunit alpha 4,1.3909e-24,0.682,0.577
2848,3911,LAMA5,laminin subunit alpha 5,0.0064742,0.636,0.577
2849,3912,LAMB1,laminin subunit beta 1,5.0687e-22,0.615,0.654
2850,3913,LAMB2,laminin subunit beta 2,2.5006e-19,0.601,0.654
2851,3914,LAMB3,laminin subunit beta 3,2.3136e-15,0.558,0.692
2852,3915,LAMC1,laminin subunit gamma 1,1,0.628,0.654
2854,3918,LAMC2,laminin subunit gamma 2,2.8791e-12,0.389,0.923
2855,3920,LAMP2,lysosomal associated membrane protein 2,0.26698,0.552,0.731
2858,3925,STMN1,stathmin 1,0.075244,0.458,0.885
2859,3927,LASP1,LIM and SH3 protein 1,0.9827,0.572,0.615
2860,3929,LBP,lipopolysaccharide binding protein,4.1897e-15,0.525,0.808
2861,3930,LBR,lamin B receptor,0.18143,0.473,0.808
2862,3931,LCAT,lecithin-cholesterol acyltransferase,0.08102,0.588,0.654
2863,3932,LCK,"LCK proto-oncogene, Src family tyrosine kinase",0.99926,0.564,0.769
2865,3934,LCN2,lipocalin 2,1.1404e-09,0.405,0.885
2866,3936,LCP1,lymphocyte cytosolic protein 1,0.55261,0.663,0.654
2869,3939,LDHA,lactate dehydrogenase A,0.069173,0.507,0.808
2872,3948,LDHC,lactate dehydrogenase C,5.2747e-07,0.711,0.5
2873,3949,LDLR,low density lipoprotein receptor,9.841e-24,0.449,0.885
2875,3952,LEP,leptin,0.46491,0.349,0.846
2876,3953,LEPR,leptin receptor,0.99475,0.433,0.808
2877,3954,LETM1,leucine zipper and EF-hand containing transmembrane protein 1,1.2141e-06,0.545,0.692
2878,3955,LFNG,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,0.097612,0.659,0.5
2879,3956,LGALS1,galectin 1,0.004488,0.435,0.846
2880,3957,LGALS2,galectin 2,0.020219,0.7,0.385
2881,3958,LGALS3,galectin 3,2.3207e-05,0.392,0.846
2887,3972,LHB,luteinizing hormone subunit beta,0.0022475,0.638,0.462
2888,3973,LHCGR,luteinizing hormone/choriogonadotropin receptor,5.2988e-08,0.528,0.692
2890,3976,LIF,LIF interleukin 6 family cytokine,0.5242,0.483,0.769
2891,3977,LIFR,LIF receptor subunit alpha,1.4888e-13,0.523,0.808
2892,3978,LIG1,DNA ligase 1,0.0042142,0.678,0.5
2894,3981,LIG4,DNA ligase 4,4.1635e-06,0.478,0.846
2895,3982,LIM2,lens intrinsic membrane protein 2,0.00067834,0.716,0.423
2897,3984,LIMK1,LIM domain kinase 1,0.99937,0.488,0.731
2900,3988,LIPA,"lipase A, lysosomal acid type",5.532e-07,0.564,0.654
2902,3990,LIPC,"lipase C, hepatic type",3.2764e-07,0.585,0.654
2903,3991,LIPE,"lipase E, hormone sensitive type",9.7458e-12,0.599,0.5
2904,3992,FADS1,fatty acid desaturase 1,0.37384,0.582,0.769
2908,3998,LMAN1,"lectin, mannose binding 1",0.0042632,0.716,0.423
2909,4000,LMNA,lamin A/C,0.9994,0.384,0.885
2910,4001,LMNB1,lamin B1,0.55481,0.564,0.731
2912,4005,LMO2,LIM domain only 2,0.15884,0.585,0.654
2916,4010,LMX1B,LIM homeobox transcription factor 1 beta,0.74637,0.565,0.731
2919,4014,LORICRIN,loricrin cornified envelope precursor protein,0.33454,0.674,0.423
2920,4015,LOX,lysyl oxidase,0.98769,0.447,0.846
2921,4016,LOXL1,lysyl oxidase like 1,0.88677,0.59,0.615
2922,4017,LOXL2,lysyl oxidase like 2,3.3844e-07,0.527,0.731
2923,4018,LPA,lipoprotein(a),6.5917e-89,0.444,0.769
2924,4023,LPL,lipoprotein lipase,1.2712e-09,0.474,0.808
2925,4025,LPO,lactoperoxidase,7.4989e-17,0.678,0.577
2926,4026,LPP,LIM domain containing preferred translocation partner in lipoma,0.0071908,0.543,0.769
2929,4035,LRP1,LDL receptor related protein 1,1,0.482,0.769
2930,4036,LRP2,LDL receptor related protein 2,0.99999,0.491,0.846
2932,4038,LRP4,LDL receptor related protein 4,1.4386e-06,0.568,0.692
2933,4040,LRP6,LDL receptor related protein 6,0.69664,0.536,0.808
2934,4041,LRP5,LDL receptor related protein 5,0.50992,0.485,0.846
2935,4043,LRPAP1,LDL receptor related protein associated protein 1,4.4951e-07,0.579,0.731
2937,4046,LSP1,lymphocyte specific protein 1,1.472e-06,0.7,0.462
2938,4047,LSS,lanosterol synthase,1.813e-07,0.606,0.654
2939,4048,LTA4H,leukotriene A4 hydrolase,2.9568e-08,0.617,0.654
2940,4049,LTA,lymphotoxin alpha,0.19685,0.434,0.885
2943,4052,LTBP1,latent transforming growth factor beta binding protein 1,3.7191e-09,0.67,0.5
2944,4053,LTBP2,latent transforming growth factor beta binding protein 2,0.00074122,0.572,0.692
2945,4054,LTBP3,latent transforming growth factor beta binding protein 3,0.68647,0.564,0.846
2948,4057,LTF,lactotransferrin,1.2665e-21,0.543,0.846
2951,4060,LUM,lumican,0.07696,0.543,0.731
2956,4065,LY75,lymphocyte antigen 75,7.4472e-46,0.67,0.538
2958,4067,LYN,"LYN proto-oncogene, Src family tyrosine kinase",0.99886,0.603,0.615
2959,4068,SH2D1A,SH2 domain containing 1A,0.38935,0.525,0.731
2961,4070,TACSTD2,tumor associated calcium signal transducer 2,0.0046571,0.537,0.731
2963,4072,EPCAM,epithelial cell adhesion molecule,1.2844e-07,0.451,0.885
2964,4074,M6PR,"mannose-6-phosphate receptor, cation dependent",0.0092215,0.716,0.269
2971,4084,MXD1,MAX dimerization protein 1,0.23163,0.564,0.692
2973,4086,SMAD1,SMAD family member 1,0.98803,0.533,0.731
2975,4088,SMAD3,SMAD family member 3,0.79796,0.415,0.923
2976,4089,SMAD4,SMAD family member 4,0.99881,0.401,0.808
2978,4091,SMAD6,SMAD family member 6,3.6282e-20,0.579,0.731
2979,4092,SMAD7,SMAD family member 7,0.54854,0.47,0.769
2980,4093,SMAD9,SMAD family member 9,6.4444e-05,0.666,0.308
2981,4094,MAF,MAF bZIP transcription factor,0.74382,0.623,0.769
2985,4099,MAG,myelin associated glycoprotein,0.49228,0.579,0.692
2986,4100,MAGEA1,MAGE family member A1,,0.601,0.462
2988,4102,MAGEA3,MAGE family member A3,,0.588,0.5
2989,4103,MAGEA4,MAGE family member A4,,0.653,0.346
2992,4108,MAGEA9,MAGE family member A9,,0.861,0.115
3000,4117,MAK,male germ cell associated kinase,8.6266e-19,0.695,0.346
3005,4124,MAN2A1,mannosidase alpha class 2A member 1,1.6205e-10,0.705,0.538
3006,4125,MAN2B1,mannosidase alpha class 2B member 1,4.7921e-22,0.674,0.462
3007,4126,MANBA,mannosidase beta,1.3066e-18,0.736,0.462
3008,4128,MAOA,monoamine oxidase A,0.99928,0.465,0.769
3009,4129,MAOB,monoamine oxidase B,0.99903,0.533,0.808
3011,4131,MAP1B,microtubule associated protein 1B,1,0.628,0.5
3012,4133,MAP2,microtubule associated protein 2,1,0.537,0.692
3014,4135,MAP6,microtubule associated protein 6,0.39507,0.578,0.769
3015,4137,MAPT,microtubule associated protein tau,0.0060258,0.445,0.923
3016,4139,MARK1,microtubule affinity regulating kinase 1,0.60045,0.663,0.577
3018,4141,MARS1,methionyl-tRNA synthetase 1,2.0536e-15,0.638,0.654
3019,4142,MAS1,"MAS1 proto-oncogene, G protein-coupled receptor",8.2518e-05,0.533,0.769
3020,4143,MAT1A,methionine adenosyltransferase 1A,0.00080978,0.582,0.577
3024,4147,MATN2,matrilin 2,6.249e-14,0.76,0.423
3025,4148,MATN3,matrilin 3,1.35e-08,0.644,0.385
3026,4149,MAX,MYC associated factor X,0.8335,0.553,0.769
3030,4153,MBL2,mannose binding lectin 2,0.0026836,0.39,0.846
3032,4155,MBP,myelin basic protein,0.28446,0.51,0.885
3034,4157,MC1R,melanocortin 1 receptor,8.1075e-11,0.524,0.808
3035,4158,MC2R,melanocortin 2 receptor,0.00030712,0.582,0.654
3037,4160,MC4R,melanocortin 4 receptor,0.00091697,0.535,0.692
3039,4162,MCAM,melanoma cell adhesion molecule,0.00015954,0.514,0.731
3040,4163,MCC,MCC regulator of WNT signaling pathway,4.6577e-16,0.568,0.731
3041,4166,CHST6,carbohydrate sulfotransferase 6,2.4495e-09,0.76,0.269
3044,4170,MCL1,"MCL1 apoptosis regulator, BCL2 family member",0.96349,0.43,0.808
3045,4171,MCM2,minichromosome maintenance complex component 2,2.6301e-05,0.527,0.731
3047,4173,MCM4,minichromosome maintenance complex component 4,0.00014571,0.666,0.654
3048,4174,MCM5,minichromosome maintenance complex component 5,0.00059281,0.617,0.615
